id_image,pct_rouille,rugosite,nb_taches_rouille,label_malade
Corn_Health (1081).jpg,0.0,828.7977387878906,0,0
Corn_Health (1082).jpg,0.0,3319.1232343506704,0,0
Corn_Health (1083).jpg,0.0,231.25128492715686,0,0
Corn_Health (1084).jpg,0.0,1936.967785883451,0,0
Corn_Health (1085).jpg,0.000396728515625,708.3654712663015,0,0
Corn_Health (1086).jpg,0.0,1243.5051652457257,0,0
Corn_Health (1087).jpg,0.0031585693359375,3794.2034049765543,1,0
Corn_Health (1088).jpg,0.0,639.4885011409364,0,0
Corn_Health (1089).jpg,0.002410888671875,3172.406036952015,2,0
Corn_Health (109).jpg,1.52587890625e-05,2760.5271360974134,0,0
Corn_Health (1090).jpg,0.0,1241.1935543459172,0,0
Corn_Health (1091).jpg,0.004608154296875,1515.6075651103188,2,0
Corn_Health (1092).jpg,0.0,3544.8428119735254,0,0
Corn_Health (1093).jpg,0.0,1274.975264236658,0,0
Corn_Health (1094).jpg,7.62939453125e-05,748.0510645358609,0,0
Corn_Health (1095).jpg,3.0517578125e-05,388.1454616347051,0,0
Corn_Health (1096).jpg,0.0002288818359375,695.4741598211345,0,0
Corn_Health (1097).jpg,0.0,1024.629747400721,0,0
Corn_Health (1098).jpg,0.000213623046875,1084.0541114037476,0,0
Corn_Health (1099).jpg,0.0,1519.6703895220496,0,0
Corn_Health (11).jpg,0.0,1547.1450946834054,0,0
Corn_Health (110).jpg,0.0,1058.6744913121208,0,0
Corn_Health (1100).jpg,1.52587890625e-05,3003.631611527831,0,0
Corn_Health (1101).jpg,0.0,1554.2686755215343,0,0
Corn_Health (1102).jpg,0.0004730224609375,1774.9450469007725,0,0
Corn_Health (1103).jpg,0.0,876.3461944543653,0,0
Corn_Health (1104).jpg,7.62939453125e-05,871.7661180267326,0,0
Corn_Health (1105).jpg,0.0002593994140625,1438.5923683613648,0,0
Corn_Health (1106).jpg,0.0,1240.1063010215767,0,0
Corn_Health (1107).jpg,0.0005340576171875,2457.2780168562813,0,0
Corn_Health (1108).jpg,0.00018310546875,2572.0219492457536,0,0
Corn_Health (1109).jpg,0.0,1406.1581827068646,0,0
Corn_Health (111).jpg,0.0,850.7036348568854,0,0
Corn_Health (1110).jpg,0.0004730224609375,2819.774589424118,0,0
Corn_Health (1111).jpg,0.0,884.1639415769555,0,0
Corn_Health (1112).jpg,0.0,1024.6025279536352,0,0
Corn_Health (1113).jpg,0.0,3808.26117066248,0,0
Corn_Health (1114).jpg,0.0003509521484375,3487.1283178964713,0,0
Corn_Health (1115).jpg,0.0,544.9867060861977,0,0
Corn_Health (1116).jpg,0.0005035400390625,1510.2236384834341,0,0
Corn_Health (1117).jpg,0.0,1252.621305041428,0,0
Corn_Health (1118).jpg,0.0,1240.1458275125447,0,0
Corn_Health (1119).jpg,0.0,683.185687254447,0,0
Corn_Health (112).jpg,0.0,322.94033111956156,0,0
Corn_Health (1120).jpg,0.0,695.5446626692133,0,0
Corn_Health (1121).jpg,0.0016937255859375,3137.821615361053,2,0
Corn_Health (1122).jpg,0.0001678466796875,1901.3884146975902,0,0
Corn_Health (1123).jpg,0.0,1662.7255941612852,0,0
Corn_Health (1124).jpg,0.0,653.0645244085526,0,0
Corn_Health (1125).jpg,0.0,2671.506915833348,0,0
Corn_Health (1126).jpg,0.0,3771.8274332098026,0,0
Corn_Health (1127).jpg,0.0017547607421875,3057.789522785587,1,0
Corn_Health (1128).jpg,0.002532958984375,1483.5260853772838,1,0
Corn_Health (1129).jpg,0.0,2716.274022421315,0,0
Corn_Health (113).jpg,0.0,1140.1410421411006,0,0
Corn_Health (1130).jpg,0.0,2974.7144825341607,0,0
Corn_Health (1131).jpg,0.0,2824.9143013565636,0,0
Corn_Health (1132).jpg,0.0,2076.7506137141227,0,0
Corn_Health (1133).jpg,0.0,4599.602579115601,0,0
Corn_Health (1134).jpg,0.0,1151.7510021061858,0,0
Corn_Health (1135).jpg,0.0,339.07277856187875,0,0
Corn_Health (1136).jpg,0.0037689208984375,1847.4378274022492,2,0
Corn_Health (1137).jpg,0.0,2171.9364106093753,0,0
Corn_Health (1138).jpg,0.0,666.6366762076732,0,0
Corn_Health (1139).jpg,0.0,1088.9214883868276,0,0
Corn_Health (114).jpg,0.0,1561.0055400503454,0,0
Corn_Health (1140).jpg,0.00067138671875,1586.1378348289986,0,0
Corn_Health (1141).jpg,0.0,3002.1529030755164,0,0
Corn_Health (1142).jpg,0.0,5798.435068317903,0,0
Corn_Health (1143).jpg,0.0016021728515625,3831.5147539323066,1,0
Corn_Health (1144).jpg,0.000335693359375,747.8379871316291,0,0
Corn_Health (1145).jpg,0.0,605.8871100104371,0,0
Corn_Health (1146).jpg,0.0013885498046875,1924.2154030171032,1,0
Corn_Health (1147).jpg,0.0002899169921875,1046.2131627400627,0,0
Corn_Health (1148).jpg,0.0022735595703125,4744.125411461162,0,0
Corn_Health (1149).jpg,0.0,706.3931492555457,0,0
Corn_Health (115).jpg,0.0,2703.8639237185657,0,0
Corn_Health (1150).jpg,0.0,215.9063746920683,0,0
Corn_Health (1151).jpg,0.0,2486.317059197096,0,0
Corn_Health (1152).jpg,0.0,1892.755344056132,0,0
Corn_Health (1153).jpg,0.0,704.6265617043885,0,0
Corn_Health (1154).jpg,0.0,1064.1598759862331,0,0
Corn_Health (1155).jpg,0.0,606.0173106640992,0,0
Corn_Health (1156).jpg,0.0,708.4007435766191,0,0
Corn_Health (1157).jpg,0.0,878.4946879342326,0,0
Corn_Health (1158).jpg,0.0,2052.2527927086603,0,0
Corn_Health (1159).jpg,0.0019989013671875,1131.4389770791227,2,0
Corn_Health (116).jpg,0.0,740.5703715427217,0,0
Corn_Health (1160).jpg,0.0,692.7430706614563,0,0
Corn_Health (1161).jpg,0.0,3564.7900190317064,0,0
Corn_Health (1162).jpg,0.00030517578125,2969.6320628925037,0,0
Corn_Health (117).jpg,0.0016632080078125,2382.226620604192,2,0
Corn_Health (118).jpg,0.0,1387.9426989295455,0,0
Corn_Health (119).jpg,0.0,3382.454422042066,0,0
Corn_Health (12).jpg,0.0106658935546875,1484.6714092950656,1,0
Corn_Health (120).jpg,0.0,690.5604842341727,0,0
Corn_Health (121).jpg,0.0,776.3035728635477,0,0
Corn_Health (122).jpg,0.0003662109375,1265.8896853761157,0,0
Corn_Health (123).jpg,0.0,2867.9186728154973,0,0
Corn_Health (124).jpg,0.0,3056.3057804376344,0,0
Corn_Health (125).jpg,4.57763671875e-05,1746.0604294292098,0,0
Corn_Health (126).jpg,0.0002899169921875,3359.7087035811105,0,0
Corn_Health (127).jpg,0.0,3157.7130586108606,0,0
Corn_Health (128).jpg,0.000701904296875,1250.9523720415864,1,0
Corn_Health (129).jpg,0.0,1083.32779981545,0,0
Corn_Health (13).jpg,0.0,824.59288747904,0,0
Corn_Health (130).jpg,9.1552734375e-05,1962.239044051948,0,0
Corn_Health (131).jpg,0.000579833984375,719.8585276746142,1,0
Corn_Health (132).jpg,0.0,622.0111602091658,0,0
Corn_Health (133).jpg,0.001922607421875,560.7285041534038,2,0
Corn_Health (134).jpg,0.0,1655.4401827798292,0,0
Corn_Health (135).jpg,0.0,3152.559510394213,0,0
Corn_Health (136).jpg,9.1552734375e-05,2716.8716559626655,0,0
Corn_Health (137).jpg,0.0,2019.102744904461,0,0
Corn_Health (138).jpg,0.00054931640625,635.1911408876911,1,0
Corn_Health (139).jpg,0.0,3605.146566650265,0,0
Corn_Health (14).jpg,6.103515625e-05,3605.031341901179,0,0
Corn_Health (140).jpg,0.0,2295.0755931405333,0,0
Corn_Health (141).jpg,0.0,276.9630785973955,0,0
Corn_Health (142).jpg,0.0,800.1096077131008,0,0
Corn_Health (143).jpg,0.0,4252.8493325132895,0,0
Corn_Health (144).jpg,0.00030517578125,1157.9864777925952,0,0
Corn_Health (145).jpg,0.0,3281.3048509971413,0,0
Corn_Health (146).jpg,0.0,948.4052654235506,0,0
Corn_Health (147).jpg,0.0,773.1285365066707,0,0
Corn_Health (148).jpg,0.0,3181.3246955680133,0,0
Corn_Health (149).jpg,3.0517578125e-05,3011.508670637442,0,0
Corn_Health (15).jpg,0.0,334.7985020950555,0,0
Corn_Health (150).jpg,0.0,2589.2811595980197,0,0
Corn_Health (151).jpg,0.005584716796875,847.0867133154951,3,0
Corn_Health (152).jpg,0.0,603.0325171355157,0,0
Corn_Health (153).jpg,0.0,893.3952255344412,0,0
Corn_Health (154).jpg,0.000152587890625,3838.2460403426016,0,0
Corn_Health (155).jpg,0.0,1185.3987276346681,0,0
Corn_Health (156).jpg,0.0,3332.738861806568,0,0
Corn_Health (157).jpg,0.0013427734375,2000.518464747091,1,0
Corn_Health (158).jpg,1.52587890625e-05,1995.7949745547814,0,0
Corn_Health (159).jpg,0.0,714.6746758852657,0,0
Corn_Health (16).jpg,0.0,417.1941145170225,0,0
Corn_Health (160).jpg,0.0,1342.8436305126666,0,0
Corn_Health (161).jpg,0.0,557.1454944756401,0,0
Corn_Health (162).jpg,0.0001220703125,3099.571534644331,0,0
Corn_Health (163).jpg,0.0,1731.301264311382,0,0
Corn_Health (164).jpg,3.0517578125e-05,1005.9844767483035,0,0
Corn_Health (165).jpg,0.0,2741.512716456111,0,0
Corn_Health (166).jpg,0.0,1003.59663927301,0,0
Corn_Health (167).jpg,0.0,2320.4008224016707,0,0
Corn_Health (168).jpg,0.0,611.3467153029517,0,0
Corn_Health (169).jpg,0.0,445.190413052979,0,0
Corn_Health (17).jpg,0.0,998.2956487454505,0,0
Corn_Health (170).jpg,0.0,2462.776771295613,0,0
Corn_Health (171).jpg,0.003631591796875,3488.207670919287,1,0
Corn_Health (172).jpg,3.0517578125e-05,2922.3224296018875,0,0
Corn_Health (173).jpg,0.00042724609375,4095.8973152782346,0,0
Corn_Health (174).jpg,0.0016021728515625,1738.09528481006,1,0
Corn_Health (175).jpg,0.0,649.2991086683417,0,0
Corn_Health (176).JPG,0.0,4089.6821930564247,0,0
Corn_Health (177).jpg,0.0,1815.7916327163216,0,0
Corn_Health (178).jpg,0.0,519.5804384483066,0,0
Corn_Health (179).jpg,0.0035858154296875,4429.313458928022,1,0
Corn_Health (18).jpg,0.0,1056.1027930524808,0,0
Corn_Health (180).jpg,0.0,1440.2697570403607,0,0
Corn_Health (181).jpg,1.52587890625e-05,5400.991515707869,0,0
Corn_Health (182).jpg,0.0,587.87598523367,0,0
Corn_Health (183).jpg,0.0,1350.9107425565549,0,0
Corn_Health (184).jpg,1.52587890625e-05,2665.840183268395,0,0
Corn_Health (185).jpg,0.0,2082.927395302323,0,0
Corn_Health (186).jpg,0.0,2631.6681966847373,0,0
Corn_Health (187).jpg,0.0,552.3241334321159,0,0
Corn_Health (188).jpg,0.0008697509765625,2882.387188290051,1,0
Corn_Health (189).jpg,0.0,1824.7918144202545,0,0
Corn_Health (19).jpg,0.0,693.4025731953229,0,0
Corn_Health (190).jpg,0.0,3213.155794677323,0,0
Corn_Health (191).jpg,0.0,4243.371699536669,0,0
Corn_Health (192).jpg,0.0,2784.807760759323,0,0
Corn_Health (193).jpg,0.00152587890625,595.1549077702086,1,0
Corn_Health (194).jpg,1.52587890625e-05,607.1346719621497,0,0
Corn_Health (195).jpg,0.0001678466796875,671.4015744423857,0,0
Corn_Health (196).jpg,0.006591796875,3141.045415093131,2,0
Corn_Health (197).jpg,0.0,690.1546961891218,0,0
Corn_Health (198).jpg,4.57763671875e-05,4293.6190319248635,0,0
Corn_Health (199).JPG,0.0,4094.68564276875,0,0
Corn_Health (2).jpg,0.0,997.9197040162678,0,0
Corn_Health (20).jpg,0.0,1194.2016220664575,0,0
Corn_Health (200).jpg,9.1552734375e-05,2195.5838617527506,0,0
Corn_Health (201).jpg,0.0021514892578125,1020.3015216025772,1,0
Corn_Health (202).jpg,0.0,1265.959909839381,0,0
Corn_Health (203).jpg,0.0,1797.283734162342,0,0
Corn_Health (204).jpg,0.0,1638.0023987630102,0,0
Corn_Health (205).jpg,0.0001068115234375,2147.4672694448755,0,0
Corn_Health (206).jpg,0.0,1453.3204864433737,0,0
Corn_Health (207).jpg,0.0,505.5308572100457,0,0
Corn_Health (208).jpg,0.0,1539.1367894306907,0,0
Corn_Health (209).jpg,0.0,1317.3799068613469,0,0
Corn_Health (21).jpg,0.0,535.5586327107565,0,0
Corn_Health (210).jpg,0.011199951171875,1865.2467299224859,2,0
Corn_Health (211).jpg,0.0,4984.850255605104,0,0
Corn_Health (212).jpg,0.0001373291015625,3544.3775756114865,0,0
Corn_Health (213).jpg,1.52587890625e-05,1458.9008278083304,0,0
Corn_Health (214).jpg,0.0,1106.27347137402,0,0
Corn_Health (215).jpg,0.0,1187.6921238074672,0,0
Corn_Health (216).jpg,0.0,3350.8744510625993,0,0
Corn_Health (217).jpg,0.0001373291015625,1340.404696987627,0,0
Corn_Health (218).jpg,0.0,1106.382761507824,0,0
Corn_Health (219).jpg,0.0,1974.362510233487,0,0
Corn_Health (22).jpg,0.0001220703125,3832.1447002398927,0,0
Corn_Health (220).jpg,0.0,605.7290856459203,0,0
Corn_Health (221).jpg,0.0,1185.7627378549073,0,0
Corn_Health (222).jpg,1.52587890625e-05,2133.8873554835936,0,0
Corn_Health (223).jpg,0.0,325.97691822100717,0,0
Corn_Health (224).jpg,0.0,3023.718233039974,0,0
Corn_Health (225).jpg,0.00030517578125,8027.825445204742,0,0
Corn_Health (226).jpg,0.0,203.93699929257252,0,0
Corn_Health (227).jpg,0.0004425048828125,1374.4166136997967,0,0
Corn_Health (228).jpg,0.0,664.0943013102383,0,0
Corn_Health (229).jpg,0.00128173828125,586.9944887066961,1,0
Corn_Health (23).jpg,0.000244140625,842.1364881607194,0,0
Corn_Health (230).jpg,0.0,4338.813459121617,0,0
Corn_Health (231).jpg,0.000335693359375,2237.1738707552486,0,0
Corn_Health (232).jpg,6.103515625e-05,1062.1759455599652,0,0
Corn_Health (233).jpg,0.0001220703125,583.7090538301521,0,0
Corn_Health (234).jpg,0.0,3246.9263480474333,0,0
Corn_Health (235).jpg,0.00201416015625,1923.5617203411348,1,0
Corn_Health (236).jpg,0.026336669921875,3002.361441754479,4,0
Corn_Health (237).jpg,0.001739501953125,3000.00911703509,1,0
Corn_Health (238).jpg,0.006988525390625,3012.0162044682847,1,0
Corn_Health (239).jpg,0.0,995.5617386283889,0,0
Corn_Health (24).jpg,0.0024566650390625,1713.6453766500772,1,0
Corn_Health (240).jpg,0.0,2212.0309933233234,0,0
Corn_Health (241).jpg,0.0,1049.7010678728323,0,0
Corn_Health (242).jpg,0.000213623046875,862.9266834030395,0,0
Corn_Health (243).jpg,0.000640869140625,1946.3651879209376,0,0
Corn_Health (244).jpg,0.0,754.3652318564757,0,0
Corn_Health (245).jpg,0.0,639.4854284901216,0,0
Corn_Health (246).jpg,0.0,1373.4308114906426,0,0
Corn_Health (247).jpg,0.0,2439.817604889848,0,0
Corn_Health (248).jpg,0.0,1595.4038663224503,0,0
Corn_Health (249).jpg,0.0,1500.3107600060848,0,0
Corn_Health (25).jpg,0.0,844.999100042148,0,0
Corn_Health (250).jpg,0.0,538.1548629537922,0,0
Corn_Health (251).jpg,0.0,425.0126890284466,0,0
Corn_Health (252).jpg,3.0517578125e-05,3279.3116197461313,0,0
Corn_Health (253).jpg,0.0,1601.6673854516844,0,0
Corn_Health (254).jpg,0.0119781494140625,1051.1713809775626,1,0
Corn_Health (255).jpg,0.0,465.69067260626036,0,0
Corn_Health (256).jpg,9.1552734375e-05,1118.558441403141,0,0
Corn_Health (257).jpg,0.0,4482.726475706424,0,0
Corn_Health (258).jpg,0.0,638.7962723942644,0,0
Corn_Health (259).jpg,0.0,563.3637064816,0,0
Corn_Health (26).jpg,0.0164794921875,4553.22466864566,4,0
Corn_Health (260).jpg,0.0010223388671875,2338.5217142750207,1,0
Corn_Health (261).jpg,0.0,1561.7525587897667,0,0
Corn_Health (262).jpg,0.0,2847.7515974845273,0,0
Corn_Health (263).jpg,0.0,916.2957266758317,0,0
Corn_Health (264).jpg,0.0,550.0962494016921,0,0
Corn_Health (265).jpg,0.0,577.091677297681,0,0
Corn_Health (266).jpg,0.0,2335.9302558395807,0,0
Corn_Health (267).jpg,0.0020751953125,1305.5106349118048,1,0
Corn_Health (268).jpg,0.0,748.0452733241426,0,0
Corn_Health (269).jpg,0.003326416015625,1436.7983290867198,1,0
Corn_Health (27).jpg,4.57763671875e-05,1593.9633760452316,0,0
Corn_Health (270).jpg,0.0,850.0977592307269,0,0
Corn_Health (271).jpg,0.0,1572.2381092022847,0,0
Corn_Health (272).jpg,0.0,464.0554366438191,0,0
Corn_Health (273).jpg,0.0,2601.8482786177306,0,0
Corn_Health (274).jpg,6.103515625e-05,2669.6538191694017,0,0
Corn_Health (275).jpg,0.0,960.7832936105622,0,0
Corn_Health (276).JPG,0.0,9598.668538256205,0,0
Corn_Health (277).jpg,0.0,646.8716197990516,0,0
Corn_Health (278).jpg,0.0,1540.1363565891802,0,0
Corn_Health (279).jpg,0.0,842.3964679857861,0,0
Corn_Health (28).jpg,0.0,931.5159027159875,0,0
Corn_Health (280).jpg,0.0,269.95107791940745,0,0
Corn_Health (281).jpg,0.0,1949.2490370031915,0,0
Corn_Health (282).jpg,0.0,2391.027745720588,0,0
Corn_Health (283).JPG,0.0,5635.288750868314,0,0
Corn_Health (284).jpg,0.0003662109375,3580.989519499366,0,0
Corn_Health (285).jpg,0.0,1629.9185125908375,0,0
Corn_Health (286).jpg,0.0,1882.7646468916869,0,0
Corn_Health (287).jpg,0.0,533.5911763623977,0,0
Corn_Health (288).jpg,0.0012969970703125,2382.0725791769164,1,0
Corn_Health (289).jpg,0.0004425048828125,1490.7861031233665,0,0
Corn_Health (29).jpg,0.0,2250.7897629973763,0,0
Corn_Health (290).jpg,0.0002593994140625,893.391153551003,0,0
Corn_Health (291).jpg,0.0,2388.8957210193857,0,0
Corn_Health (292).jpg,0.0,2930.333133344459,0,0
Corn_Health (293).jpg,0.000396728515625,706.3259669688946,0,0
Corn_Health (294).jpg,0.001220703125,462.01762171633703,1,0
Corn_Health (295).jpg,0.0,1086.017950330306,0,0
Corn_Health (296).jpg,0.000244140625,3057.6679105864246,0,0
Corn_Health (297).jpg,0.0,1564.3710333327845,0,0
Corn_Health (298).jpg,0.0,646.8195997983179,0,0
Corn_Health (299).jpg,0.0,1767.0897062942104,0,0
Corn_Health (3).jpg,0.0,757.3600399893201,0,0
Corn_Health (30).jpg,0.0,1175.672755204323,0,0
Corn_Health (300).jpg,0.0,2883.0362375917957,0,0
Corn_Health (301).jpg,0.0,5242.941676277606,0,0
Corn_Health (302).jpg,0.0,816.0848549125953,0,0
Corn_Health (303).jpg,0.0002899169921875,681.1586488379475,0,0
Corn_Health (304).jpg,0.0,2246.2560803789966,0,0
Corn_Health (305).jpg,0.0,2470.7190175454416,0,0
Corn_Health (306).jpg,0.0,4198.487159769677,0,0
Corn_Health (307).jpg,0.0,1842.0910150197294,0,0
Corn_Health (308).jpg,0.000518798828125,1267.6319444349424,1,0
Corn_Health (309).jpg,0.0,590.655975605318,0,0
Corn_Health (31).jpg,0.0,1394.6835498809844,0,0
Corn_Health (310).JPG,0.0,3142.0871634569476,0,0
Corn_Health (311).jpg,0.0,445.6761510698424,0,0
Corn_Health (312).JPG,0.0003509521484375,1572.6186773021213,0,0
Corn_Health (313).jpg,0.0,2283.401366586979,0,0
Corn_Health (314).jpg,0.0,924.8991528653771,0,0
Corn_Health (315).jpg,0.0,1859.6961175868796,0,0
Corn_Health (316).jpg,0.0,590.6743982688732,0,0
Corn_Health (317).jpg,0.0,402.4115590262497,0,0
Corn_Health (318).jpg,0.000152587890625,2141.111562926278,0,0
Corn_Health (319).jpg,9.1552734375e-05,1255.5214963268868,0,0
Corn_Health (32).jpg,0.001129150390625,1669.6571899297746,1,0
Corn_Health (320).jpg,0.0,1850.20502727466,0,0
Corn_Health (321).jpg,0.0,364.80608804967125,0,0
Corn_Health (322).jpg,6.103515625e-05,1041.099039757662,0,0
Corn_Health (323).jpg,0.0,1038.6517506211476,0,0
Corn_Health (324).jpg,0.0122528076171875,2506.967871774811,1,0
Corn_Health (325).jpg,0.0,1024.7523273889838,0,0
Corn_Health (326).jpg,0.0,1011.7276134356678,0,0
Corn_Health (327).jpg,0.0,406.06937581946517,0,0
Corn_Health (328).jpg,0.0004730224609375,3139.8611631423237,0,0
Corn_Health (329).jpg,0.0,2604.987971856658,0,0
Corn_Health (33).jpg,0.0,421.06265075655966,0,0
Corn_Health (330).jpg,0.0,1044.4089613041003,0,0
Corn_Health (331).jpg,0.00048828125,2718.727906272862,0,0
Corn_Health (332).jpg,0.0059814453125,5324.5142610860075,3,0
Corn_Health (333).jpg,0.0,485.03239647304497,0,0
Corn_Health (334).jpg,0.0,680.1247094174867,0,0
Corn_Health (335).jpg,0.0,1627.7424610486023,0,0
Corn_Health (336).jpg,0.0,400.8202391369131,0,0
Corn_Health (337).jpg,0.0,1980.56175620763,0,0
Corn_Health (338).jpg,0.0,2426.0611487564584,0,0
Corn_Health (339).jpg,0.0018463134765625,2981.7851972102485,1,0
Corn_Health (34).jpg,0.0,1874.8736844484265,0,0
Corn_Health (340).jpg,0.0005645751953125,2759.031134049184,1,0
Corn_Health (341).jpg,0.0,906.2153019806367,0,0
Corn_Health (342).jpg,0.0,2929.174322925038,0,0
Corn_Health (343).jpg,0.0,2049.0714482082667,0,0
Corn_Health (344).jpg,0.0003662109375,4244.335367227455,0,0
Corn_Health (345).jpg,0.0,3010.486528549832,0,0
Corn_Health (346).jpg,0.0001678466796875,2801.33461331076,0,0
Corn_Health (347).jpg,0.0,809.4640628646933,0,0
Corn_Health (348).jpg,0.0,294.18980657462805,0,0
Corn_Health (349).jpg,0.0,2389.3235575533945,0,0
Corn_Health (35).jpg,0.0,3287.0752779539234,0,0
Corn_Health (350).jpg,0.0,1305.0778375146683,0,0
Corn_Health (351).jpg,0.0,1838.4286180384042,0,0
Corn_Health (352).jpg,0.001617431640625,3477.039743935172,1,0
Corn_Health (353).jpg,0.001190185546875,735.5753828169084,0,0
